WKT,route,district,route_type,degree,start_E,start_N,end_E,end_N
"LINESTRING (841895.970433315 817860.108167274,841894.633491066 817859.362896882,841894.633491066 817859.362896882,841875.543591194 817847.894982441,841875.543591194 817847.894982441,841852.765485895 817834.200003612,841852.765485895 817834.200003612,841806.086233246 817806.0788994,841806.086233246 817806.0788994,839996.54345736 816789.164116045,839996.54345736 816789.164116045,839974.709482734 816778.572695504,839974.709482734 816778.572695504,839960.531338867 816771.504473041,839960.531338867 816771.504473041,839948.074316799 816763.672604246,839948.074316799 816763.672604246,839936.565227643 816756.372493801,839936.565227643 816756.372493801,839934.284284803 816754.085676068)",36511-46502,K,MAJOR_ROUTE,1,841895.970433315,817860.108167274,839934.284284803,816754.085676068
"LINESTRING (842031.484351855 817937.836409399,841958.301636708 817894.854320608,841958.301636708 817894.854320608,841895.970433315 817860.108167274)",46322-36511,K,MAJOR_ROUTE,2,842031.484351855,817937.836409399,841895.970433315,817860.108167274
"LINESTRING (839990.410256923 819734.8934944,840000.680576022 819728.556581075,840000.680576022 819728.556581075,840018.776926449 819711.91752242,840018.776926449 819711.91752242,840038.883386022 819691.358966196,840038.883386022 819691.358966196,840040.690003912 819689.369656628)",88813-888131,K,MAJOR_ROUTE,2,839990.410256923,819734.8934944,840040.690003912,819689.369656628
"LINESTRING (841122.91957355 818589.545175311,841148.228627689 818601.463617055,841148.228627689 818601.463617055,841171.327957739 818619.665881309)",88814-888141,K,MAJOR_ROUTE,2,841122.91957355,818589.545175311,841171.327957739,818619.665881309
"LINESTRING (840040.690003912 819689.369656628,840079.643458567 819646.477088977,840079.643458567 819646.477088977,840116.682962511 819606.987175268,840116.682962511 819606.987175268,840150.651683466 819569.899524903,840150.651683466 819569.899524903,840180.44659456 819537.351018146,840180.44659456 819537.351018146,840335.948215741 819362.574210112,840335.948215741 819362.574210112,840442.804903912 819246.829525503,840442.804903912 819246.829525503,840478.846944914 819206.963723122,840478.846944914 819206.963723122,840524.887110136 819154.244455603,840524.887110136 819154.244455603,840584.750506115 819080.52281024,840584.750506115 819080.52281024,840659.140075511 818979.232589112,840659.140075511 818979.232589112,840739.38606746 818867.712543878,840739.38606746 818867.712543878,840821.880926281 818751.110867272,840821.880926281 818751.110867272,840872.495659759 818673.224029914,840872.495659759 818673.224029914,840880.938273444 818660.558502399,840880.938273444 818660.558502399,840897.307958979 818636.533975534,840897.307958979 818636.533975534,840911.727522926 818621.666629796,840911.727522926 818621.666629796,840929.362042114 818606.423764356,840929.362042114 818606.423764356,840935.939408625 818602.492375048)",888131-3639,K,MAJOR_ROUTE,2,840040.690003912,819689.369656628,840935.939408625,818602.492375048
"LINESTRING (841171.327957739 818619.665881309,841191.401485698 818635.48381454,841191.401485698 818635.48381454,841349.512615709 818767.153808999,841349.512615709 818767.153808999,841380.942260644 818789.078489973,841380.942260644 818789.078489973,841407.531119953 818804.745130055,841407.531119953 818804.745130055,841452.510675514 818824.758736774,841452.510675514 818824.758736774,841500.231652615 818838.993021956)",888141-3637,K,MAJOR_ROUTE,2,841171.327957739,818619.665881309,841500.231652615,818838.993021956
"LINESTRING (842054.475737307 818697.592960599,842058.935964473 818691.858875734,842058.935964473 818691.858875734,842082.666782357 818661.448952106,842082.666782357 818661.448952106,842096.339663948 818644.717557844)",888151-3633,K,MAJOR_ROUTE,2,842054.475737307,818697.592960599,842096.339663948,818644.717557844
"LINESTRING (837010.891308843 818911.998409504,836998.145244003 818901.668149328,836998.145244003 818901.668149328,836987.069105659 818894.157780234)",3450-34502,K,URBAN_ROAD,2,837010.891308843,818911.998409504,836987.069105659,818894.157780234
"LINESTRING (838795.529052032 820551.317384171,838784.095283657 820552.930886367,838784.095283657 820552.930886367,838761.480649238 820555.562721698,838761.480649238 820555.562721698,838735.260044445 820558.625881474,838735.260044445 820558.625881474,838459.696018335 820561.707212348,838459.696018335 820561.707212348,838338.547560425 820563.451245038,838338.547560425 820563.451245038,837949.005070418 820576.260414219,837949.005070418 820576.260414219,837926.906211079 820574.508423855,837926.906211079 820574.508423855,837899.491397826 820570.984148347,837899.491397826 820570.984148347,837868.162420952 820559.38695337,837868.162420952 820559.38695337,837825.615307973 820533.393173049,837825.615307973 820533.393173049,837803.424994584 820518.076343153,837803.424994584 820518.076343153,837789.435620434 820501.885543921,837789.435620434 820501.885543921,837776.482204058 820480.547112209)",34213-34222,K,MAJOR_ROUTE,2,838795.529052032,820551.317384171,837776.482204058,820480.547112209
"LINESTRING (837776.482204058 820480.547112209,837771.264676266 820471.952170362,837771.264676266 820471.952170362,837695.288493725 820296.109313489,837695.288493725 820296.109313489,837685.410392163 820271.447785895,837685.410392163 820271.447785895,837682.711801967 820263.341758358,837682.711801967 820263.341758358,837681.960237769 820257.428456206,837681.960237769 820257.428456206,837679.684314537 820246.509806298,837679.684314537 820246.509806298,837679.147453478 820243.623250177)",34222-888241,K,MAJOR_ROUTE,2,837776.482204058,820480.547112209,837679.147453478,820243.623250177
"LINESTRING (837354.148953846 819455.595361476,837349.360460572 819442.383495724,837349.360460572 819442.383495724,837332.372940462 819403.359443176,837332.372940462 819403.359443176,837309.440325052 819363.659528741,837309.440325052 819363.659528741,837261.49336434 819285.555267652,837261.49336434 819285.555267652,837201.533458789 819184.085435948,837201.533458789 819184.085435948,837176.240935008 819139.978349728,837176.240935008 819139.978349728,837166.412606423 819118.517416211,837166.412606423 819118.517416211,837144.952815368 819074.288799197,837144.952815368 819074.288799197,837132.9812214 819053.41466021,837132.9812214 819053.41466021,837118.49546907 819033.370901658,837118.49546907 819033.370901658,837114.157961408 819027.67890748,837114.157961408 819027.67890748,837097.900004437 819006.383771373,837097.900004437 819006.383771373,837081.734754923 818984.723233638,837081.734754923 818984.723233638,837065.981516834 818964.801266926,837065.981516834 818964.801266926,837028.271964186 818927.802954176,837028.271964186 818927.802954176,837013.394117296 818914.026852228,837013.394117296 818914.026852228,837010.891308843 818911.998409504)",34372-3450,K,MAJOR_ROUTE,2,837354.148953846,819455.595361476,837010.891308843,818911.998409504
"LINESTRING (836987.069105659 818894.157780234,836974.447479088 818885.599465849,836974.447479088 818885.599465849,836954.293981421 818873.185215588,836954.293981421 818873.185215588,836946.545797898 818868.412214701,836946.545797898 818868.412214701,836928.978444399 818857.083309773,836928.978444399 818857.083309773,836907.629689519 818843.48420977,836907.629689519 818843.48420977,836878.749051761 818825.067887265,836878.749051761 818825.067887265,836844.345653961 818803.362595962,836844.345653961 818803.362595962,836813.806048313 818782.432659265,836813.806048313 818782.432659265,836775.600510829 818756.375520212,836775.600510829 818756.375520212,836748.574278034 818736.730349295,836748.574278034 818736.730349295,836746.223563223 818734.365496475)",34502-88812,K,URBAN_ROAD,2,836987.069105659,818894.157780234,836746.223563223,818734.365496475
"LINESTRING (837662.2655493 820185.114706404,837661.237854795 820181.31861569,837661.237854795 820181.31861569,837647.630979523 820145.539016855,837647.630979523 820145.539016855,837622.207997569 820094.01192089,837622.207997569 820094.01192089,837602.727428511 820068.186900818,837602.727428511 820068.186900818,837568.329701737 820023.735072913,837568.329701737 820023.735072913,837563.807380237 820015.673209177,837563.807380237 820015.673209177,837556.658188276 820002.927051147,837556.658188276 820002.927051147,837527.299745527 819941.311863372,837527.299745527 819941.311863372,837469.829049107 819815.324470908,837469.829049107 819815.324470908,837432.527237879 819739.8227362,837432.527237879 819739.8227362,837402.550002709 819672.914640295,837402.550002709 819672.914640295,837389.560463349 819634.588436768,837389.560463349 819634.588436768,837380.579411244 819588.012803558,837380.579411244 819588.012803558,837375.338186145 819544.327618612,837375.338186145 819544.327618612,837366.079181475 819493.078977841,837366.079181475 819493.078977841,837360.413789634 819472.880583496,837360.413789634 819472.880583496,837354.148953846 819455.595361476)",88824-34372,K,MAJOR_ROUTE,2,837662.2655493,820185.114706404,837354.148953846,819455.595361476
"LINESTRING (837679.147453478 820243.623250177,837677.717441214 820235.934462571,837677.717441214 820235.934462571,837675.94622617 820226.377896296,837675.94622617 820226.377896296,837669.940851904 820213.465685015,837669.940851904 820213.465685015,837662.2655493 820185.114706404)",888241-88824,K,MAJOR_ROUTE,2,837679.147453478,820243.623250177,837662.2655493,820185.114706404
"LINESTRING (837767.771540424 820483.516438488,837781.522467596 820509.348290434,837781.522467596 820509.348290434,837796.850757648 820529.857869743,837796.850757648 820529.857869743,837859.589530822 820570.382030993,837859.589530822 820570.382030993,837898.109433242 820584.460422035,837898.109433242 820584.460422035,837927.790633653 820589.446636471,837927.790633653 820589.446636471,838735.248376778 820567.207823027,838735.248376778 820567.207823027,838761.386341634 820565.418099604,838761.386341634 820565.418099604,838770.699905748 820565.297791284,838770.699905748 820565.297791284,838784.443944548 820562.963511587,838784.443944548 820562.963511587,838796.460074984 820561.121540048)",34221-34214,K,MAJOR_ROUTE,2,837767.771540424,820483.516438488,838796.460074984,820561.121540048
"LINESTRING (837347.696252429 819463.99666824,837351.223156456 819473.942989995,837351.223156456 819473.942989995,837353.365429561 819485.592421365,837353.365429561 819485.592421365,837362.419051522 819527.838315004,837362.419051522 819527.838315004,837365.79673025 819553.18570886,837365.79673025 819553.18570886,837372.840079599 819610.402791131,837372.840079599 819610.402791131,837382.512355951 819644.476530533,837382.512355951 819644.476530533,837393.153328668 819675.250455426,837393.153328668 819675.250455426,837406.967551829 819707.131968191,837406.967551829 819707.131968191,837422.996638312 819742.435359992,837422.996638312 819742.435359992,837460.153902749 819822.399667519,837460.153902749 819822.399667519,837517.758801287 819945.773697762,837517.758801287 819945.773697762,837547.745839233 820006.35908722,837547.745839233 820006.35908722,837561.972303926 820029.437376579,837561.972303926 820029.437376579,837594.494830114 820074.763834021,837594.494830114 820074.763834021,837599.398398601 820081.984156366,837599.398398601 820081.984156366,837615.438020659 820105.140166912,837615.438020659 820105.140166912,837624.832807827 820121.76226426,837624.832807827 820121.76226426,837637.678187532 820148.007517386,837637.678187532 820148.007517386,837650.945316006 820181.251252613,837650.945316006 820181.251252613,837651.357716716 820182.562874245)",34371-88821,K,MAJOR_ROUTE,2,837347.696252429,819463.99666824,837651.357716716,820182.562874245
"LINESTRING (837005.486994881 818934.696643712,837005.675661263 818934.855649662,837005.675661263 818934.855649662,837032.319936994 818955.564304612,837032.319936994 818955.564304612,837068.566542443 818987.812040218,837068.566542443 818987.812040218,837089.028154329 819014.444773389,837089.028154329 819014.444773389,837107.985579966 819037.212816423,837107.985579966 819037.212816423,837125.222332083 819058.508018035,837125.222332083 819058.508018035,837138.275737801 819080.633512564,837138.275737801 819080.633512564,837157.726489322 819122.392624096,837157.726489322 819122.392624096,837168.234885886 819143.421726944,837168.234885886 819143.421726944,837192.404345264 819187.517659704,837192.404345264 819187.517659704,837254.167359422 819289.607685071,837254.167359422 819289.607685071,837302.24827439 819367.922328599,837302.24827439 819367.922328599,837322.976104267 819405.839255064,837322.976104267 819405.839255064,837340.664320405 819444.165717941,837340.664320405 819444.165717941,837347.696252429 819463.99666824)",34481-34371,K,MAJOR_ROUTE,2,837005.486994881,818934.696643712,837347.696252429,819463.99666824
"LINESTRING (836828.660346251 818810.629821515,836846.570616776 818820.68155977,836846.570616776 818820.68155977,836867.146708074 818833.450036578,836867.146708074 818833.450036578,836894.780671085 818849.939506128,836894.780671085 818849.939506128,836899.602677975 818853.328179435,836899.602677975 818853.328179435,836902.796741073 818855.576221512,836902.796741073 818855.576221512,836939.270868474 818880.027949843,836939.270868474 818880.027949843,836955.859247583 818893.361118246,836955.859247583 818893.361118246,836973.539740059 818907.779552897,836973.539740059 818907.779552897,836983.636963767 818916.284430173,836983.636963767 818916.284430173,836989.448014033 818921.179167236,836989.448014033 818921.179167236,837005.486994881 818934.696643712)",34501-34481,K,URBAN_ROAD,2,836828.660346251,818810.629821515,837005.486994881,818934.696643712
"LINESTRING (837651.357716716 820182.562874245,837660.060731084 820210.24241414,837660.060731084 820210.24241414,837666.83748343 820238.026362298,837666.83748343 820238.026362298,837670.030449556 820248.0259951,837670.030449556 820248.0259951,837670.067734088 820248.158661574)",88821-888211,K,MAJOR_ROUTE,2,837651.357716716,820182.562874245,837670.067734088,820248.158661574
"LINESTRING (837670.067734088 820248.158661574,837681.94692314 820290.427399197,837681.94692314 820290.427399197,837686.27240892 820308.776536916,837686.27240892 820308.776536916,837758.93288317 820466.91254824,837758.93288317 820466.91254824,837767.771540424 820483.516438488)",888211-34221,K,MAJOR_ROUTE,2,837670.067734088,820248.158661574,837767.771540424,820483.516438488
"LINESTRING (836439.990428583 819826.152589973,836437.758156763 819820.638191614,836437.758156763 819820.638191614,836433.801922058 819806.907050777,836433.801922058 819806.907050777,836429.423282281 819790.440760777,836429.423282281 819790.440760777,836424.158602343 819770.375587067,836424.158602343 819770.375587067,836420.645374126 819756.965585405,836420.645374126 819756.965585405,836416.483057228 819742.02744024,836416.483057228 819742.02744024,836411.434634574 819729.924094823,836411.434634574 819729.924094823,836405.294106557 819713.778926807,836405.294106557 819713.778926807,836396.629282988 819698.408882139,836396.629282988 819698.408882139,836378.310415645 819676.162147284,836378.310415645 819676.162147284,836352.871991177 819653.15132299,836352.871991177 819653.15132299,836336.417867768 819635.489063173,836336.417867768 819635.489063173,836327.206849345 819623.164258285,836327.206849345 819623.164258285,836317.44976657 819604.737979128,836317.44976657 819604.737979128,836314.41034738 819594.517162816,836314.41034738 819594.517162816,836309.444235996 819578.128422808,836309.444235996 819578.128422808,836306.7794554 819564.454305439)",3483-88825,K,MAJOR_ROUTE,2,836439.990428583,819826.152589973,836306.7794554,819564.454305439
"LINESTRING (836275.42994324 819369.441956074,836272.198126702 819349.483534348,836272.198126702 819349.483534348,836270.164738484 819339.363006914)",3484-4640,K,MAJOR_ROUTE,2,836275.42994324,819369.441956074,836270.164738484,819339.363006914
"LINESTRING (836483.315557624 819918.073536112,836462.649679922 819877.888308563,836462.649679922 819877.888308563,836443.455600575 819834.712631169,836443.455600575 819834.712631169,836439.990428583 819826.152589973)",3506-3483,K,MAJOR_ROUTE,2,836483.315557624,819918.073536112,836439.990428583,819826.152589973
"LINESTRING (836270.164738484 819339.363006914,836266.026396063 819318.765755673,836266.026396063 819318.765755673,836263.605092811 819301.723701872,836263.605092811 819301.723701872,836263.553575837 819284.07260838,836263.553575837 819284.07260838,836262.100789214 819268.558692794,836262.100789214 819268.558692794,836262.749906114 819254.11890285,836262.749906114 819254.11890285,836264.975454908 819244.064202725,836264.975454908 819244.064202725,836267.850126226 819231.55119549,836267.850126226 819231.55119549,836269.663540676 819225.294692286,836269.663540676 819225.294692286,836274.197078543 819216.336267245,836274.197078543 819216.336267245,836288.127421057 819198.629824071,836288.127421057 819198.629824071,836299.574639392 819185.175595448,836299.574639392 819185.175595448,836341.664696943 819139.674914367,836341.664696943 819139.674914367,836355.244859768 819122.732599597,836355.244859768 819122.732599597,836370.164569075 819097.917078538,836370.164569075 819097.917078538,836381.442999469 819079.18539046)",4640-4643,K,MAJOR_ROUTE,2,836270.164738484,819339.363006914,836381.442999469,819079.18539046
"LINESTRING (836306.7794554 819564.454305439,836306.703611404 819564.065117787,836306.703611404 819564.065117787,836303.519959707 819542.914796629,836303.519959707 819542.914796629,836275.42994324 819369.441956074)",88825-3484,K,MAJOR_ROUTE,2,836306.7794554,819564.454305439,836275.42994324,819369.441956074
"LINESTRING (835629.031788253 819331.898417077,835623.258398076 819330.893297107,835623.258398076 819330.893297107,835613.428855925 819328.789747605,835613.428855925 819328.789747605,835570.473520553 819319.622778213,835570.473520553 819319.622778213,835521.047559475 819309.94685603,835521.047559475 819309.94685603,835516.62734866 819309.083337877,835516.62734866 819309.083337877,835502.88244731 819306.393153505,835502.88244731 819306.393153505,835470.992985177 819299.440613633,835470.992985177 819299.440613633,835466.315192425 819298.765371724,835466.315192425 819298.765371724,835457.011140676 819297.75816669,835457.011140676 819297.75816669,835453.617866645 819297.122559037)",3502-3500,K,URBAN_ROAD,2,835629.031788253,819331.898417077,835453.617866645,819297.122559037
"LINESTRING (835971.757250057 819718.977283463,835960.382956613 819702.907091067,835960.382956613 819702.907091067,835918.540491471 819643.676006152,835918.540491471 819643.676006152,835898.654650321 819615.638451495,835898.654650321 819615.638451495,835855.863694904 819551.823149853,835855.863694904 819551.823149853,835853.947213889 819549.021614296,835853.947213889 819549.021614296,835849.032363618 819541.81292072,835849.032363618 819541.81292072,835822.29428028 819503.244788999,835822.29428028 819503.244788999,835787.210012599 819452.905869229,835787.210012599 819452.905869229,835780.347691903 819443.161435359,835780.347691903 819443.161435359,835777.946907962 819439.750884213,835777.946907962 819439.750884213,835772.176784148 819431.711732966,835772.176784148 819431.711732966,835748.972543772 819398.193118572,835748.972543772 819398.193118572,835723.995893342 819361.00928621,835723.995893342 819361.00928621,835718.740950899 819354.930139986,835718.740950899 819354.930139986,835714.248535676 819351.109954403,835714.248535676 819351.109954403,835710.559827166 819348.518895559,835710.559827166 819348.518895559,835705.171077711 819346.525865357,835705.171077711 819346.525865357,835700.431454433 819344.898237679,835700.431454433 819344.898237679,835652.458471396 819336.14094214,835652.458471396 819336.14094214,835647.337640511 819335.199900135,835647.337640511 819335.199900135,835633.623702761 819332.697847711,835633.623702761 819332.697847711,835629.031788253 819331.898417077)",3503-3502,K,URBAN_ROAD,2,835971.757250057,819718.977283463,835629.031788253,819331.898417077
"LINESTRING (836128.768395525 819945.099656357,836125.884794866 819941.006399243,836125.884794866 819941.006399243,836123.288403635 819937.285737572,836123.288403635 819937.285737572,836111.975541621 819921.074288387,836111.975541621 819921.074288387,836093.244356834 819894.165958657,836093.244356834 819894.165958657,836078.902283797 819873.569475201,836078.902283797 819873.569475201,836066.012931228 819855.043725034,836066.012931228 819855.043725034,836041.089307514 819819.19925336,836041.089307514 819819.19925336,836027.138620285 819799.012531973,836027.138620285 819799.012531973,836010.211700961 819774.510167005)",3504-888231,K,URBAN_ROAD,2,836128.768395525,819945.099656357,836010.211700961,819774.510167005
"LINESTRING (836335.617516675 820229.560265044,836324.845046953 820221.961957116,836324.845046953 820221.961957116,836309.545414561 820203.092710982,836309.545414561 820203.092710982,836301.272266086 820192.251761496,836301.272266086 820192.251761496,836293.534854151 820181.399744102,836293.534854151 820181.399744102,836216.994678297 820073.311651922,836216.994678297 820073.311651922,836211.91531545 820066.136060373,836211.91531545 820066.136060373,836188.053575426 820031.365467652,836188.053575426 820031.365467652,836170.342655427 820005.575457072,836170.342655427 820005.575457072,836169.126894873 820003.792636109,836169.126894873 820003.792636109,836147.984983463 819973.218935109,836147.984983463 819973.218935109,836145.625573972 819969.808324898,836145.625573972 819969.808324898,836139.783710327 819961.049257735,836139.783710327 819961.049257735,836131.345454279 819948.757778729,836131.345454279 819948.757778729,836128.768395525 819945.099656357)",3505-3504,K,URBAN_ROAD,2,836335.617516675,820229.560265044,836128.768395525,819945.099656357
"LINESTRING (836010.211700961 819774.510167005,836008.633812179 819772.226112471,836008.633812179 819772.226112471,835986.512446353 819740.213104559,835986.512446353 819740.213104559,835975.250812403 819723.91316975,835975.250812403 819723.91316975,835971.757250057 819718.977283463)",888231-3503,K,URBAN_ROAD,2,836010.211700961,819774.510167005,835971.757250057,819718.977283463
"LINESTRING (836589.210264212 818563.046751917,836574.144943443 818547.779592396,836574.144943443 818547.779592396,836546.932528456 818533.306073702,836546.932528456 818533.306073702,836530.889412385 818526.462397643,836530.889412385 818526.462397643,836508.859669383 818520.803501616,836508.859669383 818520.803501616,836494.537181487 818520.836502468,836494.537181487 818520.836502468,836479.7200903 818521.86612007,836479.7200903 818521.86612007,836461.327489816 818526.18452035,836461.327489816 818526.18452035,836459.00133558 818526.805516084)",34552-88803,K,URBAN_ROAD,2,836589.210264212,818563.046751917,836459.00133558,818526.805516084
"LINESTRING (836399.161303326 818546.173717038,836291.549300312 818581.783077311,836291.549300312 818581.783077311,836184.934969268 818621.17151245,836184.934969268 818621.17151245,836113.075940083 818645.899056366,836113.075940083 818645.899056366,835998.546406999 818683.920321677)",34781-36662,K,URBAN_ROAD,2,836399.161303326,818546.173717038,835998.546406999,818683.920321677
"LINESTRING (835998.546406999 818683.920321677,835946.288407437 818701.268818719,835946.288407437 818701.268818719,835895.017073956 818723.051428159,835895.017073956 818723.051428159,835869.453650951 818736.439858092,835869.453650951 818736.439858092,835851.556251085 818748.122813732,835851.556251085 818748.122813732,835822.057119091 818770.658098423,835822.057119091 818770.658098423,835799.811896089 818792.229831356,835799.811896089 818792.229831356,835746.40968136 818858.860482818,835746.40968136 818858.860482818,835731.480227057 818877.619416917,835731.480227057 818877.619416917,835717.86941695 818888.815150318,835717.86941695 818888.815150318,835705.021008943 818897.475047387,835705.021008943 818897.475047387,835691.482169296 818903.455204614,835691.482169296 818903.455204614,835677.180775977 818907.021389366,835677.180775977 818907.021389366,835659.489374277 818907.985456802,835659.489374277 818907.985456802,835627.197470646 818904.686854897,835627.197470646 818904.686854897,835584.982866796 818896.173152825,835584.982866796 818896.173152825,835529.043633232 818886.630376189,835529.043633232 818886.630376189,835504.788602971 818884.427923048,835504.788602971 818884.427923048,835477.566257822 818885.392665239,835477.566257822 818885.392665239,835410.067510571 818900.577928004,835410.067510571 818900.577928004,835372.068002221 818909.715659262,835372.068002221 818909.715659262,835354.799543343 818918.719377016,835354.799543343 818918.719377016,835337.654955576 818931.20017142,835337.654955576 818931.20017142,835319.913070806 818948.431533259,835319.913070806 818948.431533259,835308.600575775 818963.558563153,835308.600575775 818963.558563153,835296.020859867 818980.379918973,835296.020859867 818980.379918973,835282.834003997 819009.049920998,835282.834003997 819009.049920998,835273.44257412 819040.986327762)",36662-3498,K,URBAN_ROAD,2,835998.546406999,818683.920321677,835273.44257412,819040.986327762
"LINESTRING (836459.00133558 818526.805516084,836435.196610229 818533.160482862,836435.196610229 818533.160482862,836415.866346167 818540.64593322,836415.866346167 818540.64593322,836399.161303326 818546.173717038)",88803-34781,K,URBAN_ROAD,2,836459.00133558,818526.805516084,836399.161303326,818546.173717038
"LINESTRING (836432.441534142 818545.991778887,836451.682798118 818542.694913896,836451.682798118 818542.694913896,836463.096538271 818540.879228925)",34783-88805,K,URBAN_ROAD,2,836432.441534142,818545.991778887,836463.096538271,818540.879228925
"LINESTRING (835298.777965858 819038.679082206,835299.022758095 819037.430175815,835299.022758095 819037.430175815,835305.121164722 819015.880853787,835305.121164722 819015.880853787,835313.991207053 818993.367974596,835313.991207053 818993.367974596,835323.222133791 818974.675421244,835323.222133791 818974.675421244,835339.016270361 818951.885303947,835339.016270361 818951.885303947,835355.511394204 818934.078216937,835355.511394204 818934.078216937,835372.223249882 818921.796789157,835372.223249882 818921.796789157,835395.292701154 818912.958867645,835395.292701154 818912.958867645,835478.957583814 818891.848418723,835478.957583814 818891.848418723,835504.861023817 818890.474025427,835504.861023817 818890.474025427,835528.147444346 818891.569179043,835528.147444346 818891.569179043,835584.179389609 818901.012287364,835584.179389609 818901.012287364,835626.383677978 818909.548134627,835626.383677978 818909.548134627,835658.242819376 818912.913192417,835658.242819376 818912.913192417,835674.69780125 818912.702165203,835674.69780125 818912.702165203,835693.553386734 818908.227787356,835693.553386734 818908.227787356,835706.061905497 818903.698291288,835706.061905497 818903.698291288,835713.573152121 818899.556552068,835713.573152121 818899.556552068,835722.07351243 818894.108114452,835722.07351243 818894.108114452,835733.139344715 818884.075183892,835733.139344715 818884.075183892,835740.537099317 818874.939333965,835740.537099317 818874.939333965,835751.376146622 818860.997495075,835751.376146622 818860.997495075,835803.892275567 818795.186322177,835803.892275567 818795.186322177,835825.508990598 818774.367607467,835825.508990598 818774.367607467,835853.215265815 818752.042772002,835853.215265815 818752.042772002,835871.462993369 818740.4262501,835871.462993369 818740.4262501,835896.676088234 818727.303594513,835896.676088234 818727.303594513,835947.586778606 818705.642805722,835947.586778606 818705.642805722,835999.425032814 818688.489063119,835999.425032814 818688.489063119,836001.230382452 818687.902719102)",34982-36661,K,URBAN_ROAD,2,835298.777965858,819038.679082206,836001.230382452,818687.902719102
"LINESTRING (836001.230382452 818687.902719102,836079.722524309 818662.40992992,836079.722524309 818662.40992992,836122.122754591 818648.224396296,836122.122754591 818648.224396296,836215.413839937 818617.87150038,836215.413839937 818617.87150038,836273.867785507 818596.200687522,836273.867785507 818596.200687522,836316.072603768 818580.631502311,836316.072603768 818580.631502311,836381.018294667 818559.758404824,836381.018294667 818559.758404824,836418.143438133 818548.441664312,836418.143438133 818548.441664312,836432.441534142 818545.991778887)",36661-34783,K,URBAN_ROAD,2,836001.230382452,818687.902719102,836432.441534142,818545.991778887
"LINESTRING (836463.096538271 818540.879228925,836468.7358435 818539.98213458,836468.7358435 818539.98213458,836486.427673962 818541.798424028,836486.427673962 818541.798424028,836504.634680259 818544.688866207,836504.634680259 818544.688866207,836524.428440033 818550.259131106,836524.428440033 818550.259131106,836543.902708843 818558.885687629,836543.902708843 818558.885687629,836560.419664241 818571.055715855,836560.419664241 818571.055715855,836563.273801572 818573.491929644,836563.273801572 818573.491929644,836573.95093126 818582.602289149)",88805-34551,K,URBAN_ROAD,2,836463.096538271,818540.879228925,836573.95093126,818582.602289149
"LINESTRING (836698.681465936 818343.324689923,836697.622726879 818340.35471295,836697.622726879 818340.35471295,836679.973135823 818292.705188086,836679.973135823 818292.705188086,836665.280473118 818254.689660014,836665.280473118 818254.689660014,836652.246773061 818214.016561856,836652.246773061 818214.016561856,836641.191326845 818176.643411053,836641.191326845 818176.643411053,836636.771442338 818151.362629284,836636.771442338 818151.362629284,836635.267265339 818141.529374237,836635.267265339 818141.529374237,836634.206098108 818134.597372505,836634.206098108 818134.597372505,836633.721876735 818131.397135459,836633.721876735 818131.397135459,836633.631892215 818130.109030916)",3453-46312,K,MAJOR_ROUTE,2,836698.681465936,818343.324689923,836633.631892215,818130.109030916
"LINESTRING (836633.631892215 818130.109030916,836632.351882585 818111.78603265,836632.351882585 818111.78603265,836631.239728824 818082.1091758,836631.239728824 818082.1091758,836633.991686574 818051.635123654,836633.991686574 818051.635123654,836636.413663499 818031.780497283,836636.413663499 818031.780497283,836639.175829528 818006.06802852,836639.175829528 818006.06802852,836644.514335087 817969.990881506,836644.514335087 817969.990881506,836651.151189162 817934.82179234,836651.151189162 817934.82179234,836653.695091548 817918.437107711)",46312-46319,K,MAJOR_ROUTE,2,836633.631892215,818130.109030916,836653.695091548,817918.437107711
"LINESTRING (836653.695091548 817918.437107711,836656.695824873 817899.110081069,836656.695824873 817899.110081069,836661.879802546 817864.572148726,836661.879802546 817864.572148726,836918.529133419 816196.922107432,836918.529133419 816196.922107432,836919.725895459 816165.484716379,836919.725895459 816165.484716379,836917.500898415 816141.865017006,836917.500898415 816141.865017006,836912.431430186 816121.500785181,836912.431430186 816121.500785181,836904.940063198 816103.107524176,836904.940063198 816103.107524176,836896.510808508 816086.286654554,836896.510808508 816086.286654554,836895.022929399 816083.321641836)",46319-46512,K,MAJOR_ROUTE,1,836653.695091548,817918.437107711,836895.022929399,816083.321641836
"LINESTRING (834549.296849122 818507.724944198,834531.546749725 818467.678974596,834531.546749725 818467.678974596,834486.159284393 818391.343737596,834486.159284393 818391.343737596,834446.027057256 818320.146103921,834446.027057256 818320.146103921,834413.604510762 818270.47444109,834413.604510762 818270.47444109,834407.173701022 818261.738257481,834407.173701022 818261.738257481,834407.092923226 818261.610264)",3692-46332,K,MAJOR_ROUTE,2,834549.296849122,818507.724944198,834407.092923226,818261.610264
"LINESTRING (839539.803172597 820607.154256672,839551.184476348 820608.087276571,839551.184476348 820608.087276571,839544.764443929 820664.139859999,839544.764443929 820664.139859999,839537.302170371 820679.530419593,839537.302170371 820679.530419593,839529.954486871 820688.985623086,839529.954486871 820688.985623086,839526.75984769 820693.082138573,839526.75984769 820693.082138573,839522.441083767 820696.213361341)",33671-3363,K,URBAN_ROAD,2,839539.803172597,820607.154256672,839522.441083767,820696.213361341
